Investigator,Ghislaine,,Time (s),Electrode,Amplitude(mV)
,,,333.91288,B5_21,0.016
,,,333.91312,B1_44,0.019
,,,333.91328,B5_31,0.02
,,,333.91336,B5_14,0.038
,,,333.91336,B5_23,0.025
,,,333.9136,B5_24,0.025
,,,333.91368,B5_13,0.017
,,,333.91376,B5_41,0.017
,,,333.91384,B4_22,0.024
,,,333.91424,B5_33,0.022
,,,333.91432,B5_42,0.019
,,,333.9152,B5_21,0.016
,,,333.9152,B5_44,0.03
,,,333.91528,B5_34,0.012
,,,333.91536,B5_22,0.012
,,,333.91624,B5_24,0.022
,,,333.91624,B5_31,0.022
,,,333.91632,B5_43,0.018
,,,333.91656,B5_13,0.016
,,,333.91656,B5_33,0.016
,,,333.91664,B5_14,0.015
,,,333.91664,B5_41,0.017
,,,333.91688,B5_11,0.021
,,,333.91792,B5_44,0.02
,,,333.91816,B5_42,0.011
,,,333.91824,B5_21,0.022
,,,333.91856,B5_12,0.018
,,,333.91856,B5_24,0.024
,,,333.91856,B5_31,0.02
,,,333.91896,B5_22,0.022
,,,333.9196,B5_41,0.013
,,,333.92032,B5_33,0.065
,,,333.92048,B5_34,0.021
,,,333.92048,B5_43,0.036
,,,333.92056,B5_42,0.015
,,,333.92064,B5_21,0.032
,,,333.9208,B5_14,0.018
,,,333.92088,B5_11,0.016
,,,333.92088,B5_13,0.02
,,,333.92112,B5_44,0.023
,,,333.9212,B5_31,0.016
,,,333.92128,B5_24,0.02
,,,333.92296,B5_12,0.018
,,,333.92296,B5_22,0.017
,,,333.92312,B5_13,0.013
,,,333.92312,B5_41,0.012
,,,333.92344,B5_21,0.034
,,,333.92368,B5_44,0.021
,,,333.92408,B5_32,0.015
,,,333.92424,B5_31,0.023
,,,333.9244,B5_33,0.018
,,,333.9244,B5_43,0.019
,,,333.92448,B5_14,0.019
,,,333.92496,B5_23,0.039
,,,333.92536,B5_11,0.024
,,,333.92536,B5_22,0.023
,,,333.92552,B5_41,0.013
,,,333.9256,B5_24,0.027
,,,333.92576,B5_21,0.024
,,,333.92648,B5_42,0.016
,,,333.92656,B5_44,0.028
,,,333.92688,B5_34,0.018
,,,333.92704,B5_14,0.036
,,,333.92752,B5_23,0.021
,,,333.9276,B5_31,0.02
,,,333.92792,D3_12,0.022
,,,333.92864,B5_21,0.024
,,,333.92864,B5_41,0.013
,,,333.92872,B5_24,0.034
,,,333.92896,B5_42,0.02
,,,333.92912,B5_33,0.019
,,,333.9292,B5_13,0.022
,,,333.9296,B5_32,0.015
,,,333.92976,B5_22,0.022
,,,333.93008,B5_23,0.026
,,,333.9308,B5_14,0.038
,,,333.93112,B5_11,0.018
,,,333.93136,B5_33,0.081
,,,333.93144,B5_21,0.024
,,,333.93152,B5_42,0.019
,,,333.93184,B5_34,0.022
,,,333.93208,B5_32,0.023
,,,333.93248,B5_23,0.038
,,,333.93248,B5_44,0.026
,,,333.93256,B5_41,0.02
,,,333.93264,B5_31,0.015
,,,333.9328,B5_22,0.021
,,,333.93296,B5_13,0.025
,,,333.9332,B5_24,0.03
,,,333.93328,B5_43,0.038
,,,333.93392,B5_14,0.015
,,,333.934,B5_11,0.022
,,,333.93416,B5_42,0.013
,,,333.93496,B5_33,0.017
,,,333.93584,B5_13,0.017
,,,333.93608,B5_44,0.025
,,,333.93616,B5_24,0.022
,,,333.93632,B5_14,0.018
,,,333.93656,B5_34,0.02
,,,333.93656,D6_22,0.018
,,,333.93672,B5_23,0.03
,,,333.9368,B5_31,0.024
,,,333.93712,B5_41,0.016
,,,333.93744,B5_43,0.016
,,,333.9376,B5_11,0.029
,,,333.93768,B5_21,0.018
,,,333.93792,B5_32,0.02
,,,333.9384,B3_11,0.024
,,,333.9384,B5_24,0.033
,,,333.93856,B5_22,0.023
,,,333.93856,B5_33,0.019
,,,333.93992,B5_14,0.031
,,,333.94,B5_11,0.025
,,,333.94008,B5_23,0.025
,,,333.94016,B5_43,0.015
,,,333.94032,B5_13,0.017
,,,333.94064,B5_31,0.014
,,,333.94096,B5_44,0.027
,,,333.94128,B5_41,0.014
,,,333.94144,B5_24,0.014
,,,333.94144,B5_34,0.019
,,,333.94184,B5_33,0.041
,,,333.9424,B5_23,0.02
,,,333.94264,B5_21,0.018
,,,333.9428,B5_11,0.029
,,,333.94288,B5_31,0.014
,,,333.94296,B5_12,0.018
,,,333.94296,B5_22,0.025
,,,333.94312,B5_13,0.019
,,,333.9432,B3_22,0.016
,,,333.94328,B5_14,0.022
,,,333.94432,B3_11,0.019
,,,333.9444,B5_41,0.015
,,,333.94448,B3_42,0.014
,,,333.94448,B5_24,0.019
,,,333.9452,B5_44,0.023
,,,333.94528,B5_33,0.019
,,,333.94536,B5_43,0.016
,,,333.94544,B5_13,0.016
,,,333.94552,B3_21,0.021
,,,333.94568,B3_22,0.025
,,,333.94568,B5_14,0.02
,,,333.94576,D6_42,0.018
,,,333.94592,B5_21,0.024
,,,333.94616,B5_34,0.015
,,,333.9464,B3_13,0.015
,,,333.94672,B3_31,0.022
,,,333.94712,B5_24,0.022
,,,333.94736,B5_31,0.013
,,,333.94808,B5_23,0.04
,,,333.94832,B5_14,0.038
,,,333.94848,B5_41,0.016
,,,333.94864,B5_21,0.018
,,,333.94904,B3_12,0.017
,,,333.94936,B3_11,0.032
,,,333.94936,B5_11,0.022
,,,333.94936,B5_34,0.025
,,,333.94984,B3_31,0.022
,,,333.94984,B5_12,0.014
,,,333.95,B5_44,0.027
,,,333.9504,B5_32,0.02
,,,333.95064,B5_24,0.031
,,,333.95072,B5_14,0.032
,,,333.95088,B5_13,0.016
,,,333.95112,B5_31,0.015
,,,333.9516,B5_42,0.022
,,,333.95176,B5_33,0.023
,,,333.95208,B3_31,0.027
,,,333.95216,B5_21,0.024
,,,333.95224,B5_43,0.025
,,,333.95232,B5_44,0.018
,,,333.95272,B5_23,0.029
,,,333.95296,B3_22,0.013
,,,333.95304,B5_24,0.028
,,,333.95328,B5_34,0.014
,,,333.95344,B5_13,0.02
,,,333.954,B5_33,0.043
,,,333.95472,B5_44,0.024
,,,333.9548,B5_31,0.013
,,,333.9548,B5_32,0.014
,,,333.95488,B5_22,0.024
,,,333.95528,B3_13,0.016
,,,333.95576,B5_24,0.025
,,,333.95584,B5_34,0.023
,,,333.956,B3_24,0.017
,,,333.95608,B3_34,0.021
,,,333.95624,B5_41,0.015
,,,333.95632,B5_33,0.058
,,,333.95632,B5_43,0.019
,,,333.95656,B5_14,0.024
,,,333.95712,B3_12,0.013
,,,333.95744,B3_21,0.016
,,,333.95744,B3_22,0.012
,,,333.9576,B5_12,0.018
,,,333.95776,B5_42,0.011
,,,333.95792,B3_13,0.019
,,,333.95872,B5_43,0.024
,,,333.9588,B3_34,0.015
,,,333.95904,B5_21,0.033
,,,333.95904,B5_33,0.015
,,,333.9592,B5_11,0.018
,,,333.95928,B5_14,0.018
,,,333.95928,B5_41,0.017
,,,333.95944,B5_31,0.022
,,,333.95944,B5_32,0.016
,,,333.95952,B5_13,0.016
,,,333.9596,B5_23,0.024
,,,333.95984,B5_44,0.024
,,,333.96,B5_34,0.014
,,,333.96024,B5_22,0.022
,,,333.96024,B5_24,0.025
,,,333.9604,B5_12,0.015
,,,333.96168,B5_14,0.02
,,,333.96192,B5_32,0.014
,,,333.96192,B5_41,0.016
,,,333.96224,B5_33,0.035
,,,333.96248,B5_44,0.024
,,,333.96264,B5_24,0.021
,,,333.96272,B5_13,0.017
,,,333.96304,B5_23,0.034
,,,333.9632,B5_11,0.017
,,,333.96384,B5_12,0.012
,,,333.96464,B5_14,0.03
,,,333.96488,B5_41,0.024
,,,333.96488,B5_42,0.029
,,,333.96496,B5_43,0.025
,,,333.96504,B3_34,0.012
,,,333.96512,B5_32,0.016
,,,333.9652,B5_31,0.02
,,,333.96528,B5_44,0.03
,,,333.9656,B5_11,0.033
,,,333.96568,B3_21,0.02
,,,333.96568,B5_24,0.024
,,,333.96568,B5_34,0.03
,,,333.96648,B5_23,0.022
,,,333.96696,B5_14,0.01
,,,333.96712,B5_13,0.012
,,,333.96768,B5_43,0.021
,,,333.96792,B5_22,0.022
,,,333.9684,B5_21,0.021
,,,333.9688,B5_12,0.022
,,,333.96944,B5_11,0.03
,,,333.9696,B5_14,0.015
,,,333.9696,B5_44,0.019
,,,333.96992,B5_23,0.023
,,,333.9704,B5_31,0.013
,,,333.97048,B5_22,0.023
,,,333.97048,B5_24,0.024
,,,333.97072,B5_13,0.014
,,,333.9716,B5_41,0.01
,,,333.97184,B5_14,0.019
,,,333.97192,B5_42,0.01
,,,333.97248,B3_11,0.019
,,,333.97272,B5_31,0.02
,,,333.9728,B5_32,0.017
,,,333.9732,B5_24,0.026
,,,333.97416,B5_14,0.02
,,,333.97424,B3_22,0.013
,,,333.97424,B5_34,0.02
,,,333.97424,B5_41,0.008
,,,333.97488,B5_42,0.017
,,,333.97488,B5_43,0.015
,,,333.97512,B3_11,0.019
,,,333.97512,B5_33,0.04
,,,333.9756,B5_23,0.017
,,,333.97584,B5_22,0.017
,,,333.976,B5_13,0.017
,,,333.97632,B3_12,0.018
,,,333.97648,B3_22,0.012
,,,333.97672,B3_34,0.019
,,,333.97728,B5_31,0.02
,,,333.97736,B5_24,0.022
,,,333.97736,B5_44,0.02
,,,333.97784,B5_41,0.013
,,,333.97824,B5_22,0.026
,,,333.97848,B3_31,0.021
,,,333.9788,B5_13,0.019
,,,333.9792,B5_23,0.027
,,,333.97952,B5_32,0.011
,,,333.9796,B5_33,0.015
,,,333.9796,B5_43,0.017
,,,333.97992,B5_21,0.034
,,,333.98008,B5_31,0.022
,,,333.98016,B5_11,0.03
,,,333.98088,B5_12,0.016
,,,333.9816,B5_14,0.017
,,,333.98208,B5_24,0.012
,,,333.98224,B3_22,0.012
,,,333.98232,B5_21,0.009
,,,333.98248,B5_23,0.025
,,,333.98312,B4_13,0.016
,,,333.9848,B5_13,0.015
,,,333.98512,B5_14,0.017
,,,333.98544,B5_41,0.012
,,,333.98552,B3_44,0.014
,,,333.98552,B5_31,0.011
,,,333.98568,D3_11,0.019
,,,333.98584,B3_22,0.015
,,,333.98608,B5_24,0.032
,,,333.98664,D2_43,0.026
,,,333.9876,B5_32,0.019
,,,333.9876,B5_33,0.062
,,,333.98784,B5_34,0.017
,,,333.98784,B5_41,0.018
,,,333.988,B5_21,0.02
,,,333.9888,B5_31,0.016
,,,333.9892,B5_22,0.019
,,,333.98984,B3_12,0.016
,,,333.99008,B3_11,0.037
,,,333.99048,B5_11,0.026
,,,333.99056,B3_31,0.021
,,,333.99064,B5_44,0.027
,,,333.9908,B5_21,0.015
,,,333.99104,B5_31,0.015
,,,333.9912,B5_42,0.018
,,,333.99128,B5_32,0.013
,,,333.99296,B5_44,0.027
,,,333.9932,B5_33,0.017
,,,333.99336,B5_43,0.016
,,,333.99368,B5_14,0.021
,,,333.99392,B3_31,0.016
,,,333.99416,B5_21,0.011
,,,333.99504,B5_22,0.024
,,,333.99536,B5_31,0.013
,,,333.99632,B5_43,0.021
,,,333.99632,B5_44,0.035
,,,333.99688,B5_24,0.027
,,,333.99728,B5_41,0.015
,,,333.99816,D4_14,0.012
,,,333.9992,B5_32,0.011
,,,333.99952,B5_14,0.021
,,,334.00056,B5_23,0.02
,,,334.00096,B5_24,0.024
,,,334.00112,B5_11,0.019
,,,334.00176,B5_21,0.021
,,,334.00184,B5_41,0.009
,,,334.002,B3_14,0.011
,,,334.0024,B3_22,0.016
,,,334.0044,B5_42,0.017
,,,334.00512,B5_24,0.023
,,,334.0056,B5_11,0.02
,,,334.00672,B5_21,0.016
,,,334.0068,B5_43,0.014
,,,334.00736,B5_14,0.013
,,,334.00888,B5_33,0.015
,,,334.0092,B5_24,0.018
,,,334.0104,B5_44,0.017
,,,334.01096,B5_14,0.02
,,,334.01296,B5_44,0.015
,,,334.01424,B5_32,0.013
,,,334.01584,B5_44,0.02
,,,334.01656,B5_24,0.013
,,,334.02048,B5_13,0.019
,,,334.02064,B5_43,0.035
,,,334.0208,B5_31,0.016
,,,334.02104,B5_33,0.046
,,,334.02184,B5_44,0.018
,,,334.02408,B5_33,0.019
,,,334.0244,B5_23,0.022
,,,334.026,B5_31,0.017
,,,334.02896,B5_44,0.015
,,,334.02912,B5_24,0.015
,,,334.03024,B5_23,0.025
,,,334.034,B5_11,0.022
,,,334.03456,B5_22,0.016
,,,334.038,B5_44,0.014
,,,334.03912,B5_14,0.021
,,,334.03936,B5_33,0.04
,,,334.04032,B1_42,0.015
,,,334.04192,D5_44,0.019
,,,334.04416,B5_13,0.018
,,,334.04504,B5_21,0.02
,,,334.046,B5_31,0.013
,,,334.04896,B5_24,0.018
,,,334.05264,B5_34,0.016
,,,334.05656,B5_24,0.027
,,,334.05736,B5_21,0.012
,,,334.05944,B5_24,0.008
,,,334.06392,D3_11,0.023
,,,334.06424,D3_21,0.046
,,,334.06456,B5_33,0.019
,,,334.06464,B5_24,0.02
,,,334.06496,D4_14,0.02
,,,334.06656,B5_14,0.012
,,,334.06696,B5_44,0.017
,,,334.06936,B5_14,0.014
,,,334.07704,D3_41,0.012
,,,334.0772,D3_31,0.013
,,,334.0804,B5_11,0.02
,,,334.08104,B5_31,0.012
,,,334.09272,B5_14,0.01
,,,334.09384,B5_13,0.02
,,,334.09656,B5_22,0.015
,,,334.10056,B5_44,0.016
,,,334.1012,B3_34,0.016
,,,334.10504,B5_44,0.018
,,,334.10728,B5_14,0.015
,,,334.10872,B5_44,0.022
,,,334.11296,B5_23,0.017
,,,334.1132,B5_11,0.014
,,,334.11328,B5_43,0.042
,,,334.11464,B5_24,0.018
,,,334.1152,B5_33,0.058
,,,334.1184,B5_44,0.017
,,,334.11896,B5_13,0.013
,,,334.1204,B4_43,0.017
,,,334.12104,B5_14,0.013
,,,334.12208,B5_33,0.041
,,,334.12288,B5_44,0.021
,,,334.126,B5_11,0.024
,,,334.126,B5_43,0.014
,,,334.12648,B5_24,0.016
,,,334.12888,B5_44,0.019
,,,334.13144,B5_24,0.033
,,,334.1336,B3_42,0.015
,,,334.13752,B3_24,0.012
,,,334.13776,B3_34,0.016
,,,334.1388,B5_43,0.036
,,,334.13896,D3_42,0.021
,,,334.1392,D3_31,0.048
,,,334.1408,B5_24,0.018
,,,334.14104,B3_13,0.019
,,,334.1416,D3_12,0.013
,,,334.1428,B5_34,0.017
,,,334.14392,B5_11,0.014
,,,334.14416,B5_14,0.02
,,,334.14472,B5_44,0.014
,,,334.14712,B3_44,0.014
,,,334.14776,B5_13,0.014
,,,334.1484,B5_23,0.021
,,,334.1488,B3_21,0.018
,,,334.14968,B5_21,0.02
,,,334.15072,B5_11,0.017
,,,334.15664,B5_31,0.014
,,,334.16232,B5_44,0.021
,,,334.16336,B5_33,0.015
,,,334.16432,B5_14,0.014
,,,334.16448,B5_21,0.016
,,,334.16536,B5_24,0.021
,,,334.17232,B5_42,0.016
,,,334.17512,B5_33,0.015
,,,334.17984,B5_14,0.017
,,,334.18152,B5_44,0.016
,,,334.18712,D3_14,0.017
,,,334.18752,D3_13,0.025
,,,334.18784,D3_12,0.024
,,,334.18824,D3_11,0.017
,,,334.19168,B5_24,0.013
,,,334.19584,B5_24,0.021
,,,334.19904,B5_24,0.021
,,,334.20072,B5_11,0.021
,,,334.2036,B5_24,0.017
,,,334.20544,B5_13,0.013
,,,334.2056,B5_23,0.023
,,,334.2064,B5_11,0.023
,,,334.21224,B5_42,0.01
,,,334.21624,B5_13,0.013
,,,334.21672,B5_44,0.017
,,,334.22088,B5_24,0.012
,,,334.22616,B5_32,0.014
,,,334.23008,D3_43,0.014
,,,334.23104,D3_13,0.019
,,,334.23592,B5_11,0.014
,,,334.24048,B6_22,0.021
,,,334.2428,B1_23,0.068
,,,334.24744,B5_14,0.018
,,,334.24904,B5_44,0.016
,,,334.25488,D3_43,0.022
,,,334.25512,D3_44,0.025
,,,334.25544,B5_34,0.015
,,,334.2564,D3_14,0.031
,,,334.25704,D4_12,0.021
,,,334.2572,B5_44,0.015
,,,334.25752,B5_13,0.022
,,,334.25752,D4_11,0.018
,,,334.2588,B5_11,0.018
,,,334.2592,B5_21,0.021
,,,334.26032,B3_42,0.013
,,,334.26192,B5_44,0.018
,,,334.27128,B5_44,0.019
,,,334.2724,B5_11,0.02
,,,334.27248,B5_33,0.044
,,,334.27264,B5_43,0.04
,,,334.2728,B5_14,0.012
,,,334.27296,B5_24,0.014
,,,334.27624,B4_44,0.021
,,,334.28456,B5_34,0.013
,,,334.28776,B6_22,0.021
,,,334.288,B5_44,0.019
,,,334.28928,B5_24,0.023
,,,334.29088,B5_43,0.02
,,,334.29304,B5_42,0.01
,,,334.29688,B5_41,0.015
,,,334.29816,D3_11,0.025
,,,334.29824,B1_23,0.013
,,,334.29848,B5_23,0.019
,,,334.29848,D3_21,0.047
,,,334.3,B5_21,0.017
,,,334.3068,B5_34,0.016
,,,334.30952,B5_24,0.02
,,,334.31248,B5_41,0.011
,,,334.31336,B5_42,0.018
,,,334.31368,B5_33,0.018
,,,334.31512,B5_32,0.017
,,,334.31512,B5_43,0.013
,,,334.31544,B5_21,0.014
,,,334.32,B5_41,0.014
,,,334.32024,B6_22,0.018
,,,334.32048,B5_11,0.018
,,,334.32296,B5_22,0.018
,,,334.32344,B5_21,0.018
,,,334.32376,B5_11,0.019
,,,334.32464,B5_41,0.011
,,,334.32656,B5_11,0.014
,,,334.32872,D3_14,0.019
,,,334.33336,B5_41,0.012
,,,334.33504,B1_23,0.02
,,,334.33584,B1_22,0.022
,,,334.33616,B5_24,0.018
,,,334.338,B5_32,0.014
,,,334.33816,B5_44,0.019
,,,334.33824,B5_33,0.061
,,,334.33856,B5_11,0.022
,,,334.33912,B5_41,0.014
,,,334.34056,D5_44,0.02
,,,334.34064,B5_34,0.018
,,,334.3408,B5_24,0.014
,,,334.34136,B5_22,0.033
,,,334.34192,B5_33,0.046
,,,334.34272,B5_44,0.023
,,,334.34416,B5_34,0.017
,,,334.34448,B5_13,0.012
,,,334.34456,B5_23,0.022
,,,334.34536,B5_24,0.019
,,,334.35152,B5_34,0.019
,,,334.35216,B5_44,0.019
,,,334.35616,D3_14,0.012
,,,334.35624,B5_41,0.011
,,,334.3568,B5_23,0.024
,,,334.358,B5_21,0.019
,,,334.35856,B5_11,0.026
,,,334.35904,B5_14,0.021
,,,334.35904,B5_33,0.018
,,,334.35952,B5_43,0.014
,,,334.36104,B5_44,0.017
,,,334.36152,B5_21,0.02
,,,334.364,B5_21,0.025
,,,334.36416,B5_11,0.02
,,,334.36448,B5_44,0.016
,,,334.36576,B5_31,0.016
,,,334.36752,B5_24,0.025
,,,334.36824,B5_13,0.014
,,,334.37272,B5_31,0.017
,,,334.37576,B5_31,0.013
,,,334.37592,B5_24,0.017
,,,334.3772,B5_14,0.018
,,,334.37832,B5_34,0.017
,,,334.38,B5_24,0.014
,,,334.38328,B5_23,0.019
,,,334.384,B5_31,0.014
,,,334.3844,B5_42,0.021
,,,334.3872,B5_44,0.019
,,,334.38776,B5_41,0.01
,,,334.3888,D3_42,0.022
,,,334.38904,D3_31,0.046
,,,334.39064,B5_33,0.059
,,,334.39128,B5_44,0.025
,,,334.39312,B5_11,0.014
,,,334.39328,B5_42,0.015
,,,334.3936,B5_24,0.019
,,,334.39848,B5_23,0.019
,,,334.39976,B5_41,0.015
,,,334.39984,B5_31,0.013
,,,334.40136,B5_24,0.019
,,,334.40232,B1_42,0.017
,,,334.40304,B5_43,0.019
,,,334.40568,B5_11,0.015
,,,334.40592,B5_23,0.017
,,,334.40608,B5_14,0.019
,,,334.40728,B5_44,0.015
,,,334.40768,B5_21,0.021
,,,334.40848,B5_32,0.017
,,,334.41032,B1_24,0.016
,,,334.4108,B5_14,0.018
,,,334.41208,B5_44,0.018
,,,334.41408,B5_23,0.023
,,,334.41448,B5_33,0.037
,,,334.41472,B5_43,0.04
,,,334.41552,B5_14,0.034
,,,334.41808,D3_42,0.014
,,,334.42312,B5_24,0.035
,,,334.42344,B5_11,0.017
,,,334.42576,B5_14,0.015
,,,334.42752,B4_43,0.019
,,,334.43256,B5_24,0.012
,,,334.4404,B5_14,0.026
,,,334.44096,D3_41,0.013
,,,334.44256,B5_24,0.015
,,,334.44496,B5_23,0.031
,,,334.4468,B5_33,0.058
,,,334.44728,B5_24,0.016
,,,334.44864,B5_43,0.014
,,,334.45048,B5_13,0.018
,,,334.45064,B5_21,0.023
,,,334.45064,B5_23,0.021
,,,334.45192,B5_33,0.013
,,,334.45296,B5_14,0.017
,,,334.45376,B5_21,0.019
,,,334.4556,B5_33,0.012
,,,334.458,B2_11,0.019
,,,334.46096,B2_22,0.018
,,,334.4612,B2_31,0.023
,,,334.46712,B2_33,0.021
,,,334.47104,D2_43,0.028
,,,334.47208,B5_24,0.016
,,,334.47392,B5_44,0.025
,,,334.47528,B5_42,0.013
,,,334.47656,B2_22,0.014
,,,334.47656,B2_31,0.024
,,,334.47816,B2_42,0.017
,,,334.47824,B5_33,0.06
,,,334.48128,B5_11,0.019
,,,334.48272,B5_21,0.02
,,,334.48528,B5_14,0.015
,,,334.49416,B5_14,0.02
,,,334.49768,B2_31,0.027
,,,334.49912,B2_42,0.013
,,,334.50264,B5_33,0.018
,,,334.50272,B5_44,0.014
,,,334.50392,B5_24,0.019
,,,334.5108,B5_22,0.015
,,,334.5116,B1_42,0.014
,,,334.51248,B2_22,0.014
,,,334.51248,B2_31,0.028
,,,334.5128,B1_23,0.054
,,,334.51608,B2_32,0.02
,,,334.5164,B5_24,0.016
,,,334.5176,B2_33,0.015
,,,334.5196,B5_14,0.015
,,,334.52288,B2_31,0.024
,,,334.52328,B2_32,0.018
,,,334.52832,B5_11,0.026
,,,334.53008,B2_33,0.015
,,,334.53208,B2_42,0.015
,,,334.53768,B2_22,0.016
,,,334.53776,B2_31,0.027
,,,334.54216,B5_11,0.018
,,,334.54328,D3_12,0.018
,,,334.55072,B5_24,0.018
,,,334.55712,B5_14,0.027
,,,334.55872,B5_33,0.044
,,,334.55904,B5_43,0.04
,,,334.56552,B5_13,0.016
,,,334.56616,B5_24,0.022
,,,334.56632,B5_21,0.017
,,,334.56752,B5_11,0.016
,,,334.57744,B5_44,0.016
,,,334.57976,B5_11,0.022
,,,334.58,D2_44,0.034
,,,334.5872,B5_11,0.026
,,,334.59056,B5_44,0.018
,,,334.61352,B2_31,0.025
,,,334.61376,B2_23,0.012
,,,334.61384,B2_24,0.012
,,,334.61792,B2_31,0.024
,,,334.61832,D5_12,0.046
,,,334.6184,D2_44,0.03
,,,334.61888,B5_24,0.016
,,,334.6196,D5_41,0.011
,,,334.62384,D3_14,0.019
,,,334.62824,B2_14,0.018
,,,334.64056,B5_31,0.013
,,,334.64368,B5_43,0.019
,,,334.64544,D5_12,0.036
,,,334.64896,D2_44,0.028
,,,334.65368,B5_14,0.019
,,,334.65872,B5_11,0.02
,,,334.66248,D5_44,0.021
,,,334.66464,B5_24,0.016
,,,334.67328,B4_44,0.017
,,,334.67944,D2_44,0.022
,,,334.68832,B5_13,0.014
,,,334.68848,B5_23,0.018
,,,334.6888,D3_34,0.016
,,,334.6912,D3_43,0.02
,,,334.69248,B5_13,0.014
,,,334.69552,B5_33,0.015
,,,334.71856,D2_44,0.02
,,,334.71912,D3_42,0.022
,,,334.71936,D3_31,0.05
,,,334.72288,B5_44,0.017
,,,334.73032,B2_42,0.017
,,,334.73104,B5_21,0.02
,,,334.732,B5_11,0.017
,,,334.73928,B5_24,0.014
,,,334.74832,D5_41,0.011
,,,334.7508,B5_42,0.018
,,,334.75224,B5_11,0.025
,,,334.75272,B5_33,0.069
,,,334.75584,D2_44,0.02
,,,334.76072,B5_43,0.019
,,,334.78368,D5_12,0.015
,,,334.78576,B2_24,0.016
,,,334.79248,D2_44,0.016
,,,334.7928,B5_14,0.029
,,,334.79728,B5_24,0.016
,,,334.7984,B5_11,0.012
,,,334.81464,B1_42,0.015
,,,334.83112,B5_24,0.019
,,,334.83208,B5_13,0.015
,,,334.83208,D4_12,0.016
,,,334.83344,D4_22,0.016
,,,334.83368,B5_24,0.019
,,,334.83576,B1_23,0.014
,,,334.8364,D4_13,0.023
,,,334.83912,B6_32,0.016
,,,334.85096,B5_14,0.022
,,,334.8584,B5_11,0.013
,,,334.8624,B5_23,0.021
,,,334.88856,D3_42,0.014
,,,334.88896,B5_43,0.018
,,,334.89576,B5_24,0.025
,,,334.9036,D3_31,0.022
,,,334.90432,D3_21,0.012
,,,334.91856,D3_23,0.012
,,,334.91904,D3_14,0.023
,,,334.92056,D3_13,0.013
,,,334.92672,B5_13,0.016
,,,334.92768,D3_23,0.011
,,,334.9284,D3_14,0.02
,,,334.93328,B2_14,0.016
,,,334.93544,D5_44,0.019
,,,334.94048,B5_11,0.016
,,,334.94576,B5_24,0.016
,,,334.95104,B1_23,0.059
,,,334.95424,B1_42,0.012
,,,334.97008,D4_14,0.013
,,,334.97392,D1_13,0.015
,,,334.97784,B2_31,0.027
,,,334.98304,B5_11,0.013
,,,334.9864,D5_13,0.025
,,,334.98816,B5_14,0.032
,,,334.98904,B5_33,0.045
,,,334.98952,B5_43,0.043
,,,334.98984,B5_44,0.015
,,,334.99608,B5_44,0.015
,,,334.99928,B2_31,0.026
,,,334.9996,B2_32,0.019
,,,335.0068,B2_13,0.018
,,,335.00944,D3_34,0.017
,,,335.0104,B2_11,0.019
,,,335.0152,B2_43,0.014
,,,335.01768,B2_31,0.027
,,,335.0188,B2_43,0.019
,,,335.02152,B2_11,0.016
,,,335.028,B5_21,0.015
,,,335.028,D6_13,0.017
,,,335.03528,B5_33,0.061
,,,335.04056,B5_14,0.03
,,,335.05152,B5_11,0.027
,,,335.0536,B5_33,0.017
,,,335.054,D3_12,0.018
,,,335.05408,B5_44,0.016
,,,335.07088,B5_44,0.015
,,,335.07192,D2_43,0.027
,,,335.0788,B5_43,0.014
,,,335.08152,B5_11,0.023
,,,335.08792,B5_13,0.016
,,,335.08856,B5_21,0.016
,,,335.1072,B1_23,0.019
,,,335.108,B1_22,0.02
,,,335.11496,B5_24,0.018
,,,335.11872,B1_44,0.019
,,,335.12496,B1_42,0.014
,,,335.14216,B5_24,0.015
,,,335.14792,D5_14,0.016
,,,335.15856,B5_24,0.024
,,,335.16136,B5_44,0.018
,,,335.1644,B5_11,0.025
,,,335.16776,B5_14,0.037
,,,335.19456,D2_31,0.022
,,,335.19616,B5_13,0.015
,,,335.19688,B5_21,0.022
,,,335.19768,B5_22,0.012
,,,335.23512,B5_11,0.021
,,,335.23872,B1_23,0.047
,,,335.24576,B2_11,0.018
,,,335.25,B2_43,0.018
,,,335.25184,D3_34,0.028
,,,335.25208,D3_44,0.038
,,,335.2568,D3_14,0.022
,,,335.25712,D3_13,0.029
,,,335.25752,D3_12,0.016
,,,335.25784,D3_11,0.018
,,,335.26584,D3_42,0.025
,,,335.266,D3_31,0.048
,,,335.29304,B1_23,0.014
,,,335.30144,B5_11,0.027
,,,335.30272,B4_22,0.022
,,,335.3072,B4_12,0.039
,,,335.31528,D3_14,0.019
,,,335.33848,D3_21,0.018
,,,335.34056,D5_31,0.047
,,,335.34104,D5_32,0.013
,,,335.35016,B6_31,0.017
,,,335.35168,D5_44,0.017
,,,335.39136,B4_43,0.018
,,,335.39256,D5_31,0.032
,,,335.40288,B1_32,0.013
,,,335.40472,B5_11,0.013
,,,335.43848,B6_42,0.018
,,,335.45616,B5_24,0.02
,,,335.4576,B2_42,0.013
,,,335.47568,B5_44,0.018
,,,335.48064,B5_43,0.017
,,,335.4812,D3_42,0.087
,,,335.48144,D3_41,0.011
,,,335.4816,D3_31,0.014
,,,335.48192,D3_22,0.023
,,,335.48248,D3_23,0.011
,,,335.48872,D4_13,0.027
,,,335.48968,D4_31,0.029
,,,335.49008,D4_41,0.014
