Investigator,,Time (s),Electrode,Amplitude(mV),,,,,,,,,,,,,,,,,,,,
,,458.41464,D5_33,0.017,,,,,,,,,,,,,,,,,,,,
,,458.45552,B6_13,0.019,,,,,,,,,,,,,,,,,,,,
,,458.51168,B6_13,0.017,,,,,,,,,,,,,,,,,,,,
,,458.53296,B6_13,0.016,,,,,,,,,,,,,,,,,,,,
,,458.54704,A1_43,0.015,,,,,,,,,,,,,,,,,,,,
,,458.5596,B6_13,0.016,,,,,,,,,,,,,,,,,,,,
,,458.57992,B6_13,0.015,,,,,,,,,,,,,,,,,,,,
,,458.6376,B6_13,0.017,,,,,,,,,,,,,,,,,,,,
,,458.68688,B6_13,0.015,,,,,,,,,,,,,,,,,,,,
,,458.78472,D5_23,0.025,,,,,,,,,,,,,,,,,,,,
,,458.84024,B6_13,0.019,,,,,,,,,,,,,,,,,,,,
,,458.88152,B6_13,0.018,,,,,,,,,,,,,,,,,,,,
,,458.88544,D4_42,0.021,,,,,,,,,,,,,,,,,,,,
,,458.93616,B6_13,0.016,,,,,,,,,,,,,,,,,,,,
,,458.95512,C1_22,0.017,,,,,,,,,,,,,,,,,,,,
,,458.9612,A1_24,0.014,,,,,,,,,,,,,,,,,,,,
,,459.00816,B6_13,0.018,,,,,,,,,,,,,,,,,,,,
,,459.0244,D5_23,0.027,,,,,,,,,,,,,,,,,,,,
,,459.02944,D5_23,0.06,,,,,,,,,,,,,,,,,,,,
,,459.08264,D5_23,0.016,,,,,,,,,,,,,,,,,,,,
,,459.17504,D4_42,0.021,,,,,,,,,,,,,,,,,,,,
,,459.44656,D5_23,0.017,,,,,,,,,,,,,,,,,,,,
,,459.70184,D3_23,0.015,,,,,,,,,,,,,,,,,,,,
,,459.73008,A3_34,0.011,,,,,,,,,,,,,,,,,,,,
,,459.76136,D5_23,0.019,,,,,,,,,,,,,,,,,,,,
,,460.30792,D4_42,0.017,,,,,,,,,,,,,,,,,,,,
,,460.854,B4_24,0.012,,,,,,,,,,,,,,,,,,,,
,,461.14976,C4_31,0.017,,,,,,,,,,,,,,,,,,,,
,,461.22296,D5_23,0.019,,,,,,,,,,,,,,,,,,,,
,,461.27504,D2_44,0.026,,,,,,,,,,,,,,,,,,,,
,,461.33112,D2_44,0.022,,,,,,,,,,,,,,,,,,,,
,,461.36944,D2_44,0.021,,,,,,,,,,,,,,,,,,,,
,,461.41024,D2_44,0.019,,,,,,,,,,,,,,,,,,,,
,,461.45096,D2_44,0.02,,,,,,,,,,,,,,,,,,,,
,,461.46624,D5_23,0.018,,,,,,,,,,,,,,,,,,,,
,,461.47144,A6_21,0.017,,,,,,,,,,,,,,,,,,,,
,,461.7036,C4_31,0.015,,,,,,,,,,,,,,,,,,,,
,,462.162,D5_23,0.021,,,,,,,,,,,,,,,,,,,,
,,462.19864,C6_22,0.012,,,,,,,,,,,,,,,,,,,,
,,462.28992,D5_23,0.015,,,,,,,,,,,,,,,,,,,,
,,462.73792,D4_42,0.019,,,,,,,,,,,,,,,,,,,,
,,463.00248,D3_23,0.014,,,,,,,,,,,,,,,,,,,,
,,463.24192,A3_34,0.021,,,,,,,,,,,,,,,,,,,,
,,464.06128,A5_42,0.009,,,,,,,,,,,,,,,,,,,,
,,464.19008,D5_23,0.021,,,,,,,,,,,,,,,,,,,,
,,464.24024,D5_23,0.017,,,,,,,,,,,,,,,,,,,,
,,464.34208,B4_23,0.02,,,,,,,,,,,,,,,,,,,,
,,464.55224,D4_31,0.016,,,,,,,,,,,,,,,,,,,,
,,464.59768,D5_23,0.02,,,,,,,,,,,,,,,,,,,,
,,464.79976,D1_44,0.033,,,,,,,,,,,,,,,,,,,,
,,464.91784,D1_44,0.023,,,,,,,,,,,,,,,,,,,,
,,464.99568,D3_23,0.012,,,,,,,,,,,,,,,,,,,,
,,465.00264,C4_31,0.013,,,,,,,,,,,,,,,,,,,,
,,465.0412,D5_23,0.018,,,,,,,,,,,,,,,,,,,,
,,465.1528,D5_23,0.018,,,,,,,,,,,,,,,,,,,,
,,465.31728,D5_23,0.022,,,,,,,,,,,,,,,,,,,,
,,465.45576,B3_22,0.015,,,,,,,,,,,,,,,,,,,,
,,465.49456,A2_24,0.016,,,,,,,,,,,,,,,,,,,,
,,465.62856,C6_24,0.014,,,,,,,,,,,,,,,,,,,,
,,465.68328,C4_31,0.017,,,,,,,,,,,,,,,,,,,,
,,465.82952,D5_23,0.021,,,,,,,,,,,,,,,,,,,,
,,465.82992,A3_34,0.012,,,,,,,,,,,,,,,,,,,,
,,465.87416,D5_23,0.017,,,,,,,,,,,,,,,,,,,,
,,465.88488,C3_34,0.016,,,,,,,,,,,,,,,,,,,,
,,465.92648,B4_23,0.02,,,,,,,,,,,,,,,,,,,,
,,466.00808,C3_34,0.019,,,,,,,,,,,,,,,,,,,,
,,466.01896,C4_31,0.014,,,,,,,,,,,,,,,,,,,,
,,466.29752,D5_23,0.013,,,,,,,,,,,,,,,,,,,,
,,466.45384,C6_24,0.035,,,,,,,,,,,,,,,,,,,,
,,466.45872,C6_34,0.02,,,,,,,,,,,,,,,,,,,,
,,466.46352,C6_24,0.029,,,,,,,,,,,,,,,,,,,,
,,466.4724,C6_34,0.016,,,,,,,,,,,,,,,,,,,,
,,466.4736,C6_24,0.038,,,,,,,,,,,,,,,,,,,,
,,466.47832,A1_22,0.014,,,,,,,,,,,,,,,,,,,,
,,466.47912,C6_34,0.017,,,,,,,,,,,,,,,,,,,,
,,466.48312,C6_24,0.042,,,,,,,,,,,,,,,,,,,,
,,466.48504,C6_34,0.019,,,,,,,,,,,,,,,,,,,,
,,466.49216,C6_24,0.035,,,,,,,,,,,,,,,,,,,,
,,466.49224,C6_34,0.016,,,,,,,,,,,,,,,,,,,,
,,466.49336,C6_33,0.016,,,,,,,,,,,,,,,,,,,,
,,466.50152,C6_24,0.031,,,,,,,,,,,,,,,,,,,,
,,466.50856,C6_24,0.02,,,,,,,,,,,,,,,,,,,,
,,466.50872,C6_34,0.014,,,,,,,,,,,,,,,,,,,,
,,466.51168,C6_24,0.03,,,,,,,,,,,,,,,,,,,,
,,466.51288,C6_34,0.014,,,,,,,,,,,,,,,,,,,,
,,466.522,C6_24,0.036,,,,,,,,,,,,,,,,,,,,
,,466.52984,C6_24,0.018,,,,,,,,,,,,,,,,,,,,
,,466.5304,C6_34,0.017,,,,,,,,,,,,,,,,,,,,
,,466.53328,C6_24,0.031,,,,,,,,,,,,,,,,,,,,
,,466.53896,C6_33,0.018,,,,,,,,,,,,,,,,,,,,
,,466.54368,C6_34,0.014,,,,,,,,,,,,,,,,,,,,
,,466.5456,C6_23,0.016,,,,,,,,,,,,,,,,,,,,
,,466.54576,C6_24,0.029,,,,,,,,,,,,,,,,,,,,
,,466.54888,C6_34,0.013,,,,,,,,,,,,,,,,,,,,
,,466.5512,C6_31,0.014,,,,,,,,,,,,,,,,,,,,
,,466.55776,C6_33,0.015,,,,,,,,,,,,,,,,,,,,
,,466.558,C6_24,0.028,,,,,,,,,,,,,,,,,,,,
,,466.57592,C6_24,0.032,,,,,,,,,,,,,,,,,,,,
,,466.5864,C6_24,0.029,,,,,,,,,,,,,,,,,,,,
,,466.59176,C6_34,0.02,,,,,,,,,,,,,,,,,,,,
,,466.61128,C6_33,0.014,,,,,,,,,,,,,,,,,,,,
,,466.63384,C6_23,0.021,,,,,,,,,,,,,,,,,,,,
,,467.01168,D5_23,0.018,,,,,,,,,,,,,,,,,,,,
,,467.18072,C6_22,0.013,,,,,,,,,,,,,,,,,,,,
,,467.20504,D5_23,0.015,,,,,,,,,,,,,,,,,,,,
,,467.21128,C4_31,0.014,,,,,,,,,,,,,,,,,,,,
,,467.65776,D5_23,0.016,,,,,,,,,,,,,,,,,,,,
,,467.78312,D4_42,0.02,,,,,,,,,,,,,,,,,,,,
,,467.9696,C1_44,0.014,,,,,,,,,,,,,,,,,,,,
,,467.97944,C1_44,0.012,,,,,,,,,,,,,,,,,,,,
,,468.18064,C1_32,0.016,,,,,,,,,,,,,,,,,,,,
,,468.19888,D4_42,0.019,,,,,,,,,,,,,,,,,,,,
,,468.25776,D4_42,0.019,,,,,,,,,,,,,,,,,,,,
,,468.33688,C1_44,0.014,,,,,,,,,,,,,,,,,,,,
,,468.46744,D5_23,0.018,,,,,,,,,,,,,,,,,,,,
,,468.60848,A1_44,0.012,,,,,,,,,,,,,,,,,,,,
,,468.674,D5_23,0.014,,,,,,,,,,,,,,,,,,,,
,,468.99168,D5_23,0.016,,,,,,,,,,,,,,,,,,,,
,,469.58768,A2_24,0.034,,,,,,,,,,,,,,,,,,,,
,,469.58768,A2_42,0.052,,,,,,,,,,,,,,,,,,,,
,,469.58768,A2_43,0.05,,,,,,,,,,,,,,,,,,,,
,,469.58776,D3_13,0.015,,,,,,,,,,,,,,,,,,,,
,,469.58776,D3_41,0.045,,,,,,,,,,,,,,,,,,,,
,,469.58784,A2_21,0.034,,,,,,,,,,,,,,,,,,,,
,,469.58784,A2_31,0.037,,,,,,,,,,,,,,,,,,,,
,,469.58848,D3_23,0.017,,,,,,,,,,,,,,,,,,,,
,,469.58952,D3_31,0.008,,,,,,,,,,,,,,,,,,,,
,,469.58992,A2_42,0.02,,,,,,,,,,,,,,,,,,,,
,,469.59072,D3_41,0.006,,,,,,,,,,,,,,,,,,,,
,,469.59584,D3_41,0.009,,,,,,,,,,,,,,,,,,,,
,,469.5984,A2_41,0.003,,,,,,,,,,,,,,,,,,,,
,,469.5988,A2_14,0.008,,,,,,,,,,,,,,,,,,,,
,,469.6052,A2_42,0.014,,,,,,,,,,,,,,,,,,,,
,,469.60528,A2_22,0.015,,,,,,,,,,,,,,,,,,,,
,,469.60528,A2_34,0.016,,,,,,,,,,,,,,,,,,,,
,,469.60536,A2_14,0.018,,,,,,,,,,,,,,,,,,,,
,,469.60536,A2_41,0.014,,,,,,,,,,,,,,,,,,,,
,,469.6056,A2_11,0.017,,,,,,,,,,,,,,,,,,,,
,,469.60568,A2_21,0.02,,,,,,,,,,,,,,,,,,,,
,,469.60616,D3_41,0.009,,,,,,,,,,,,,,,,,,,,
,,469.60832,A2_41,0.009,,,,,,,,,,,,,,,,,,,,
,,469.76768,D4_42,0.016,,,,,,,,,,,,,,,,,,,,
,,469.87432,B1_44,0.011,,,,,,,,,,,,,,,,,,,,
,,470.30608,D5_23,0.018,,,,,,,,,,,,,,,,,,,,
,,470.57432,A2_24,0.017,,,,,,,,,,,,,,,,,,,,
,,470.64368,B4_24,0.011,,,,,,,,,,,,,,,,,,,,
,,471.26936,A2_41,0.043,,,,,,,,,,,,,,,,,,,,
,,471.26952,D3_23,0.024,,,,,,,,,,,,,,,,,,,,
,,471.26952,D3_41,0.042,,,,,,,,,,,,,,,,,,,,
,,471.2696,A2_11,0.043,,,,,,,,,,,,,,,,,,,,
,,471.26992,D3_44,0.017,,,,,,,,,,,,,,,,,,,,
,,471.27,D3_14,0.013,,,,,,,,,,,,,,,,,,,,
,,471.27064,C3_41,0.009,,,,,,,,,,,,,,,,,,,,
,,471.27168,A2_33,0.028,,,,,,,,,,,,,,,,,,,,
,,471.27168,A2_43,0.022,,,,,,,,,,,,,,,,,,,,
,,471.27256,D3_41,0.005,,,,,,,,,,,,,,,,,,,,
,,471.27456,A2_41,0.006,,,,,,,,,,,,,,,,,,,,
,,471.27496,A2_14,0.012,,,,,,,,,,,,,,,,,,,,
,,471.46528,C1_44,0.017,,,,,,,,,,,,,,,,,,,,
,,471.61416,D5_23,0.021,,,,,,,,,,,,,,,,,,,,
,,471.74664,A2_14,0.015,,,,,,,,,,,,,,,,,,,,
,,471.74664,A2_22,0.016,,,,,,,,,,,,,,,,,,,,
,,471.74664,A2_41,0.015,,,,,,,,,,,,,,,,,,,,
,,471.74664,D3_41,0.014,,,,,,,,,,,,,,,,,,,,
,,471.7468,A2_21,0.015,,,,,,,,,,,,,,,,,,,,
,,471.7468,A2_34,0.016,,,,,,,,,,,,,,,,,,,,
,,471.74696,A2_24,0.017,,,,,,,,,,,,,,,,,,,,
,,471.74712,A2_33,0.018,,,,,,,,,,,,,,,,,,,,
,,471.74728,A2_42,0.019,,,,,,,,,,,,,,,,,,,,
,,471.74904,A2_14,0.006,,,,,,,,,,,,,,,,,,,,
,,471.74928,A2_41,0.005,,,,,,,,,,,,,,,,,,,,
,,471.7496,A2_11,0.005,,,,,,,,,,,,,,,,,,,,
,,471.74968,A2_22,0.004,,,,,,,,,,,,,,,,,,,,
,,471.74968,A2_44,0.008,,,,,,,,,,,,,,,,,,,,
,,471.74976,A2_13,0.008,,,,,,,,,,,,,,,,,,,,
,,471.74984,A2_32,0.009,,,,,,,,,,,,,,,,,,,,
,,471.74984,A2_33,0.01,,,,,,,,,,,,,,,,,,,,
,,471.74992,A2_12,0.011,,,,,,,,,,,,,,,,,,,,
,,471.75,A2_43,0.008,,,,,,,,,,,,,,,,,,,,
,,471.75016,A2_21,0.012,,,,,,,,,,,,,,,,,,,,
,,471.75032,A2_23,0.009,,,,,,,,,,,,,,,,,,,,
,,471.75048,A2_31,0.013,,,,,,,,,,,,,,,,,,,,
,,471.75048,A2_42,0.012,,,,,,,,,,,,,,,,,,,,
,,471.84528,D3_41,0.014,,,,,,,,,,,,,,,,,,,,
,,471.84544,A2_14,0.016,,,,,,,,,,,,,,,,,,,,
,,471.84544,A2_41,0.012,,,,,,,,,,,,,,,,,,,,
,,471.84544,A2_44,0.015,,,,,,,,,,,,,,,,,,,,
,,471.84552,A2_21,0.021,,,,,,,,,,,,,,,,,,,,
,,471.84552,A2_22,0.012,,,,,,,,,,,,,,,,,,,,
,,471.8456,A2_11,0.015,,,,,,,,,,,,,,,,,,,,
,,471.8456,A2_13,0.016,,,,,,,,,,,,,,,,,,,,
,,471.8456,A2_43,0.016,,,,,,,,,,,,,,,,,,,,
,,471.84576,A2_12,0.012,,,,,,,,,,,,,,,,,,,,
,,471.84576,A2_24,0.02,,,,,,,,,,,,,,,,,,,,
,,471.84576,A2_42,0.02,,,,,,,,,,,,,,,,,,,,
,,471.84792,A2_11,0.009,,,,,,,,,,,,,,,,,,,,
,,471.848,A2_14,0.006,,,,,,,,,,,,,,,,,,,,
,,471.84816,A2_21,0.009,,,,,,,,,,,,,,,,,,,,
,,471.84816,A2_41,0.005,,,,,,,,,,,,,,,,,,,,
,,471.84824,A2_32,0.011,,,,,,,,,,,,,,,,,,,,
,,471.84856,A2_22,0.009,,,,,,,,,,,,,,,,,,,,
,,471.84872,A2_31,0.01,,,,,,,,,,,,,,,,,,,,
,,471.84872,A2_34,0.012,,,,,,,,,,,,,,,,,,,,
,,472.09728,D5_23,0.016,,,,,,,,,,,,,,,,,,,,
,,472.368,D5_33,0.014,,,,,,,,,,,,,,,,,,,,
,,472.60024,A5_13,0.014,,,,,,,,,,,,,,,,,,,,
,,472.65408,D5_33,0.014,,,,,,,,,,,,,,,,,,,,
,,472.70744,A1_43,0.017,,,,,,,,,,,,,,,,,,,,
,,472.85128,D3_41,0.011,,,,,,,,,,,,,,,,,,,,
,,472.85144,A2_41,0.006,,,,,,,,,,,,,,,,,,,,
,,472.8516,A2_32,0.009,,,,,,,,,,,,,,,,,,,,
,,472.8516,A2_44,0.01,,,,,,,,,,,,,,,,,,,,
,,472.85168,A2_14,0.006,,,,,,,,,,,,,,,,,,,,
,,472.85176,A2_22,0.006,,,,,,,,,,,,,,,,,,,,
,,472.85184,A2_12,0.011,,,,,,,,,,,,,,,,,,,,
,,472.85184,A2_13,0.006,,,,,,,,,,,,,,,,,,,,
,,472.85184,A2_34,0.007,,,,,,,,,,,,,,,,,,,,
,,472.85192,A2_11,0.005,,,,,,,,,,,,,,,,,,,,
,,472.85192,A2_21,0.007,,,,,,,,,,,,,,,,,,,,
,,472.85192,A2_24,0.011,,,,,,,,,,,,,,,,,,,,
,,472.852,A2_23,0.006,,,,,,,,,,,,,,,,,,,,
,,472.85208,A2_31,0.004,,,,,,,,,,,,,,,,,,,,
,,472.85208,A2_42,0.014,,,,,,,,,,,,,,,,,,,,
,,472.85232,A2_43,0.01,,,,,,,,,,,,,,,,,,,,
,,472.85248,A2_33,0.008,,,,,,,,,,,,,,,,,,,,
,,472.85576,A2_41,0.005,,,,,,,,,,,,,,,,,,,,
,,472.85584,A2_11,0.004,,,,,,,,,,,,,,,,,,,,
,,472.85584,A2_22,0.006,,,,,,,,,,,,,,,,,,,,
,,472.85592,A2_13,0.005,,,,,,,,,,,,,,,,,,,,
,,472.85592,A2_21,0.006,,,,,,,,,,,,,,,,,,,,
,,472.85608,A2_23,0.007,,,,,,,,,,,,,,,,,,,,
,,472.85608,A2_31,0.009,,,,,,,,,,,,,,,,,,,,
,,472.85608,A2_34,0.005,,,,,,,,,,,,,,,,,,,,
,,472.85616,A2_14,0.01,,,,,,,,,,,,,,,,,,,,
,,472.85616,A2_43,0.008,,,,,,,,,,,,,,,,,,,,
,,472.85624,A2_32,0.008,,,,,,,,,,,,,,,,,,,,
,,472.85624,A2_44,0.006,,,,,,,,,,,,,,,,,,,,
,,472.8564,A2_12,0.01,,,,,,,,,,,,,,,,,,,,
,,472.8564,A2_33,0.008,,,,,,,,,,,,,,,,,,,,
,,472.8564,A2_42,0.008,,,,,,,,,,,,,,,,,,,,
,,472.85664,A2_24,0.011,,,,,,,,,,,,,,,,,,,,
,,472.85712,D5_23,0.018,,,,,,,,,,,,,,,,,,,,
,,472.87904,D5_23,0.017,,,,,,,,,,,,,,,,,,,,
,,473.00672,A1_43,0.014,,,,,,,,,,,,,,,,,,,,
,,473.38448,D4_31,0.018,,,,,,,,,,,,,,,,,,,,
,,473.42216,D4_33,0.013,,,,,,,,,,,,,,,,,,,,
,,473.57368,C5_42,0.02,,,,,,,,,,,,,,,,,,,,
,,473.59952,A2_42,0.011,,,,,,,,,,,,,,,,,,,,
,,473.59952,A2_43,0.005,,,,,,,,,,,,,,,,,,,,
,,473.5996,D3_41,0.015,,,,,,,,,,,,,,,,,,,,
,,473.59976,A2_11,0.016,,,,,,,,,,,,,,,,,,,,
,,473.59976,A2_41,0.017,,,,,,,,,,,,,,,,,,,,
,,473.59984,A2_14,0.014,,,,,,,,,,,,,,,,,,,,
,,473.59984,A2_22,0.02,,,,,,,,,,,,,,,,,,,,
,,473.6,A2_12,0.011,,,,,,,,,,,,,,,,,,,,
,,473.60312,A2_41,0.005,,,,,,,,,,,,,,,,,,,,
,,473.6032,A2_24,0.005,,,,,,,,,,,,,,,,,,,,
,,473.60328,A2_22,0.006,,,,,,,,,,,,,,,,,,,,
,,473.60328,A2_44,0.005,,,,,,,,,,,,,,,,,,,,
,,473.60352,A2_13,0.007,,,,,,,,,,,,,,,,,,,,
,,473.60352,A2_14,0.005,,,,,,,,,,,,,,,,,,,,
,,473.6036,A2_21,0.007,,,,,,,,,,,,,,,,,,,,
,,473.6036,A2_23,0.012,,,,,,,,,,,,,,,,,,,,
,,473.6036,A2_31,0.005,,,,,,,,,,,,,,,,,,,,
,,473.60376,A2_12,0.009,,,,,,,,,,,,,,,,,,,,
,,473.60384,A2_11,0.01,,,,,,,,,,,,,,,,,,,,
,,473.60384,A2_33,0.01,,,,,,,,,,,,,,,,,,,,
,,473.60392,A2_32,0.009,,,,,,,,,,,,,,,,,,,,
,,473.60408,A2_43,0.012,,,,,,,,,,,,,,,,,,,,
,,473.60424,A2_34,0.011,,,,,,,,,,,,,,,,,,,,
,,473.60424,A2_42,0.013,,,,,,,,,,,,,,,,,,,,
,,473.63344,C5_42,0.019,,,,,,,,,,,,,,,,,,,,
,,473.66832,C5_42,0.013,,,,,,,,,,,,,,,,,,,,
,,473.69888,C5_42,0.014,,,,,,,,,,,,,,,,,,,,
,,473.738,C5_42,0.017,,,,,,,,,,,,,,,,,,,,
,,473.77424,C5_42,0.014,,,,,,,,,,,,,,,,,,,,
,,473.82752,C5_42,0.021,,,,,,,,,,,,,,,,,,,,
,,473.94104,B4_24,0.014,,,,,,,,,,,,,,,,,,,,
,,473.95944,D3_41,0.013,,,,,,,,,,,,,,,,,,,,
,,473.95952,A2_14,0.011,,,,,,,,,,,,,,,,,,,,
,,473.95952,A2_41,0.012,,,,,,,,,,,,,,,,,,,,
,,473.95952,A2_44,0.014,,,,,,,,,,,,,,,,,,,,
,,473.9596,A2_11,0.014,,,,,,,,,,,,,,,,,,,,
,,473.95968,A2_21,0.011,,,,,,,,,,,,,,,,,,,,
,,473.95968,A2_22,0.012,,,,,,,,,,,,,,,,,,,,
,,473.95968,A2_34,0.018,,,,,,,,,,,,,,,,,,,,
,,473.95976,A2_23,0.013,,,,,,,,,,,,,,,,,,,,
,,473.95976,A2_33,0.015,,,,,,,,,,,,,,,,,,,,
,,473.95984,A2_24,0.016,,,,,,,,,,,,,,,,,,,,
,,473.95984,A2_32,0.011,,,,,,,,,,,,,,,,,,,,
,,473.96008,A2_31,0.015,,,,,,,,,,,,,,,,,,,,
,,473.96016,A2_42,0.014,,,,,,,,,,,,,,,,,,,,
,,473.96024,A2_12,0.019,,,,,,,,,,,,,,,,,,,,
,,473.96256,A2_14,0.007,,,,,,,,,,,,,,,,,,,,
,,473.96256,A2_21,0.012,,,,,,,,,,,,,,,,,,,,
,,473.96256,A2_41,0.007,,,,,,,,,,,,,,,,,,,,
,,473.96296,A2_22,0.01,,,,,,,,,,,,,,,,,,,,
,,473.96296,A2_23,0.011,,,,,,,,,,,,,,,,,,,,
,,473.96328,A2_31,0.01,,,,,,,,,,,,,,,,,,,,
,,474.07312,A3_14,0.012,,,,,,,,,,,,,,,,,,,,
,,474.27112,C5_42,0.013,,,,,,,,,,,,,,,,,,,,
,,474.33768,D1_44,0.031,,,,,,,,,,,,,,,,,,,,
,,474.35016,C2_11,0.013,,,,,,,,,,,,,,,,,,,,
,,474.36248,D5_23,0.02,,,,,,,,,,,,,,,,,,,,
,,474.3984,D1_44,0.021,,,,,,,,,,,,,,,,,,,,
,,474.45472,D1_44,0.022,,,,,,,,,,,,,,,,,,,,
,,474.582,C2_11,0.013,,,,,,,,,,,,,,,,,,,,
,,474.6796,A1_44,0.014,,,,,,,,,,,,,,,,,,,,
,,474.71248,D1_44,0.021,,,,,,,,,,,,,,,,,,,,
,,474.75384,D5_23,0.02,,,,,,,,,,,,,,,,,,,,
,,474.794,D1_44,0.022,,,,,,,,,,,,,,,,,,,,
,,475.03056,D4_42,0.022,,,,,,,,,,,,,,,,,,,,
,,475.046,C5_42,0.02,,,,,,,,,,,,,,,,,,,,
,,475.04984,D5_23,0.021,,,,,,,,,,,,,,,,,,,,
,,475.05576,D5_23,0.044,,,,,,,,,,,,,,,,,,,,
,,475.05896,D5_23,0.059,,,,,,,,,,,,,,,,,,,,
,,475.06984,D5_23,0.019,,,,,,,,,,,,,,,,,,,,
,,475.07552,D5_23,0.027,,,,,,,,,,,,,,,,,,,,
,,475.0808,D5_23,0.02,,,,,,,,,,,,,,,,,,,,
,,475.09208,A2_23,0.019,,,,,,,,,,,,,,,,,,,,
,,475.09208,A2_42,0.014,,,,,,,,,,,,,,,,,,,,
,,475.09216,A2_43,0.03,,,,,,,,,,,,,,,,,,,,
,,475.09216,D3_41,0.034,,,,,,,,,,,,,,,,,,,,
,,475.09232,A2_11,0.042,,,,,,,,,,,,,,,,,,,,
,,475.09232,A2_12,0.031,,,,,,,,,,,,,,,,,,,,
,,475.09232,A2_31,0.035,,,,,,,,,,,,,,,,,,,,
,,475.09432,A2_42,0.005,,,,,,,,,,,,,,,,,,,,
,,475.0944,A2_23,0.006,,,,,,,,,,,,,,,,,,,,
,,475.09472,A2_43,0.016,,,,,,,,,,,,,,,,,,,,
,,475.09648,D3_41,0.005,,,,,,,,,,,,,,,,,,,,
,,475.13712,D5_23,0.018,,,,,,,,,,,,,,,,,,,,
,,475.14216,D5_23,0.02,,,,,,,,,,,,,,,,,,,,
,,475.14808,D5_23,0.021,,,,,,,,,,,,,,,,,,,,
,,475.15312,D5_23,0.02,,,,,,,,,,,,,,,,,,,,
,,475.16256,A2_24,0.017,,,,,,,,,,,,,,,,,,,,
,,475.18456,C3_22,0.015,,,,,,,,,,,,,,,,,,,,
,,475.19528,D5_23,0.025,,,,,,,,,,,,,,,,,,,,
,,475.2312,D5_23,0.018,,,,,,,,,,,,,,,,,,,,
,,475.25704,A2_42,0.014,,,,,,,,,,,,,,,,,,,,
,,475.25704,A2_43,0.018,,,,,,,,,,,,,,,,,,,,
,,475.25712,A2_13,0.023,,,,,,,,,,,,,,,,,,,,
,,475.25712,A2_14,0.023,,,,,,,,,,,,,,,,,,,,
,,475.25712,D3_41,0.015,,,,,,,,,,,,,,,,,,,,
,,475.25728,A2_32,0.022,,,,,,,,,,,,,,,,,,,,
,,475.25728,A2_34,0.019,,,,,,,,,,,,,,,,,,,,
,,475.25744,A2_12,0.02,,,,,,,,,,,,,,,,,,,,
,,475.25752,A2_31,0.021,,,,,,,,,,,,,,,,,,,,
,,475.25752,A2_33,0.02,,,,,,,,,,,,,,,,,,,,
,,475.25768,A2_23,0.017,,,,,,,,,,,,,,,,,,,,
,,475.26112,A2_41,0.014,,,,,,,,,,,,,,,,,,,,
,,475.26128,A2_14,0.015,,,,,,,,,,,,,,,,,,,,
,,475.26296,A2_12,0.018,,,,,,,,,,,,,,,,,,,,
,,475.26312,A2_22,0.017,,,,,,,,,,,,,,,,,,,,
,,475.26472,A2_41,0.01,,,,,,,,,,,,,,,,,,,,
,,475.2648,A2_11,0.011,,,,,,,,,,,,,,,,,,,,
,,475.27056,C5_42,0.017,,,,,,,,,,,,,,,,,,,,
,,475.33416,C5_42,0.017,,,,,,,,,,,,,,,,,,,,
,,475.39824,D5_23,0.021,,,,,,,,,,,,,,,,,,,,
,,475.47016,C3_22,0.013,,,,,,,,,,,,,,,,,,,,
,,475.73288,D2_23,0.014,,,,,,,,,,,,,,,,,,,,
,,476.18312,B4_23,0.012,,,,,,,,,,,,,,,,,,,,
,,476.25696,C4_31,0.018,,,,,,,,,,,,,,,,,,,,
,,476.35696,D5_23,0.021,,,,,,,,,,,,,,,,,,,,
,,476.37,C6_31,0.014,,,,,,,,,,,,,,,,,,,,
,,476.46776,D5_23,0.021,,,,,,,,,,,,,,,,,,,,
,,476.58584,D1_14,0.02,,,,,,,,,,,,,,,,,,,,
,,476.79528,C4_31,0.014,,,,,,,,,,,,,,,,,,,,
,,477.42192,D5_23,0.028,,,,,,,,,,,,,,,,,,,,
,,477.4256,C1_24,0.012,,,,,,,,,,,,,,,,,,,,
,,477.47872,A5_24,0.016,,,,,,,,,,,,,,,,,,,,
,,477.54728,C6_24,0.018,,,,,,,,,,,,,,,,,,,,
,,477.63768,C2_11,0.014,,,,,,,,,,,,,,,,,,,,
,,477.71032,B4_43,0.013,,,,,,,,,,,,,,,,,,,,
,,477.74968,D5_23,0.021,,,,,,,,,,,,,,,,,,,,
,,477.95192,D2_32,0.015,,,,,,,,,,,,,,,,,,,,
,,478.07184,D5_33,0.014,,,,,,,,,,,,,,,,,,,,
,,478.1572,D5_33,0.014,,,,,,,,,,,,,,,,,,,,
,,478.26208,D5_23,0.022,,,,,,,,,,,,,,,,,,,,
,,478.61128,C2_11,0.013,,,,,,,,,,,,,,,,,,,,
,,478.84328,D3_41,0.018,,,,,,,,,,,,,,,,,,,,
,,478.84336,A2_42,0.013,,,,,,,,,,,,,,,,,,,,
,,478.84352,A2_13,0.014,,,,,,,,,,,,,,,,,,,,
,,478.84368,A2_23,0.021,,,,,,,,,,,,,,,,,,,,
,,478.84368,A2_31,0.025,,,,,,,,,,,,,,,,,,,,
,,478.84376,A2_12,0.02,,,,,,,,,,,,,,,,,,,,
,,478.84384,A2_33,0.027,,,,,,,,,,,,,,,,,,,,
,,478.84384,A2_43,0.02,,,,,,,,,,,,,,,,,,,,
,,478.84576,A2_22,0.011,,,,,,,,,,,,,,,,,,,,
