Investigator,,Time (s),Electrode,Amplitude(mV),,,,,,,,,,,,,,,,,,,,
,,294.80032,D2_34,0.017,,,,,,,,,,,,,,,,,,,,
,,294.81352,A4_24,0.016,,,,,,,,,,,,,,,,,,,,
,,294.86544,B6_24,0.015,,,,,,,,,,,,,,,,,,,,
,,294.8672,C5_14,0.017,,,,,,,,,,,,,,,,,,,,
,,294.8808,A4_33,0.015,,,,,,,,,,,,,,,,,,,,
,,294.91296,A4_33,0.016,,,,,,,,,,,,,,,,,,,,
,,295.00048,C5_23,0.018,,,,,,,,,,,,,,,,,,,,
,,295.16264,A4_24,0.015,,,,,,,,,,,,,,,,,,,,
,,295.21752,C1_33,0.019,,,,,,,,,,,,,,,,,,,,
,,295.3568,A4_23,0.033,,,,,,,,,,,,,,,,,,,,
,,295.36544,A4_23,0.019,,,,,,,,,,,,,,,,,,,,
,,295.38328,A4_34,0.014,,,,,,,,,,,,,,,,,,,,
,,295.43136,A4_34,0.014,,,,,,,,,,,,,,,,,,,,
,,295.56264,A4_24,0.015,,,,,,,,,,,,,,,,,,,,
,,295.65344,C3_34,0.012,,,,,,,,,,,,,,,,,,,,
,,295.70808,B6_43,0.016,,,,,,,,,,,,,,,,,,,,
,,295.79,B5_12,0.018,,,,,,,,,,,,,,,,,,,,
,,295.81456,B5_22,0.018,,,,,,,,,,,,,,,,,,,,
,,295.81496,C4_33,0.021,,,,,,,,,,,,,,,,,,,,
,,295.86824,A4_23,0.03,,,,,,,,,,,,,,,,,,,,
,,295.87592,A4_24,0.017,,,,,,,,,,,,,,,,,,,,
,,295.92592,C5_33,0.021,,,,,,,,,,,,,,,,,,,,
,,296.0128,C4_33,0.022,,,,,,,,,,,,,,,,,,,,
,,296.26192,B3_12,0.024,,,,,,,,,,,,,,,,,,,,
,,296.31056,A4_23,0.021,,,,,,,,,,,,,,,,,,,,
,,296.38208,C5_33,0.022,,,,,,,,,,,,,,,,,,,,
,,296.40688,D5_44,0.013,,,,,,,,,,,,,,,,,,,,
,,296.42104,D2_33,0.025,,,,,,,,,,,,,,,,,,,,
,,296.53328,C6_44,0.016,,,,,,,,,,,,,,,,,,,,
,,296.54648,B6_24,0.016,,,,,,,,,,,,,,,,,,,,
,,296.68904,B5_33,0.015,,,,,,,,,,,,,,,,,,,,
,,296.72336,C5_33,0.016,,,,,,,,,,,,,,,,,,,,
,,296.7396,B5_33,0.015,,,,,,,,,,,,,,,,,,,,
,,296.82936,C5_33,0.019,,,,,,,,,,,,,,,,,,,,
,,296.84352,C6_44,0.021,,,,,,,,,,,,,,,,,,,,
,,296.9196,B5_33,0.015,,,,,,,,,,,,,,,,,,,,
,,297.03152,C5_33,0.015,,,,,,,,,,,,,,,,,,,,
,,297.05984,D2_33,0.029,,,,,,,,,,,,,,,,,,,,
,,297.07272,C5_13,0.017,,,,,,,,,,,,,,,,,,,,
,,297.14312,D2_33,0.023,,,,,,,,,,,,,,,,,,,,
,,297.19848,B6_43,0.017,,,,,,,,,,,,,,,,,,,,
,,297.24752,C5_33,0.016,,,,,,,,,,,,,,,,,,,,
,,297.32912,A4_34,0.014,,,,,,,,,,,,,,,,,,,,
,,297.354,C5_22,0.014,,,,,,,,,,,,,,,,,,,,
,,297.81168,B6_42,0.018,,,,,,,,,,,,,,,,,,,,
,,297.83984,A1_44,0.013,,,,,,,,,,,,,,,,,,,,
,,297.93256,C5_33,0.019,,,,,,,,,,,,,,,,,,,,
,,298.01384,A4_23,0.023,,,,,,,,,,,,,,,,,,,,
,,298.08712,C5_33,0.018,,,,,,,,,,,,,,,,,,,,
,,298.1432,C5_33,0.017,,,,,,,,,,,,,,,,,,,,
,,298.20096,A6_34,0.019,,,,,,,,,,,,,,,,,,,,
,,298.20312,B3_31,0.012,,,,,,,,,,,,,,,,,,,,
,,298.38064,D2_34,0.021,,,,,,,,,,,,,,,,,,,,
,,298.39168,A6_34,0.018,,,,,,,,,,,,,,,,,,,,
,,298.43456,B5_31,0.013,,,,,,,,,,,,,,,,,,,,
,,298.47184,C5_22,0.016,,,,,,,,,,,,,,,,,,,,
,,298.51984,C4_33,0.016,,,,,,,,,,,,,,,,,,,,
,,298.61832,C1_34,0.015,,,,,,,,,,,,,,,,,,,,
,,298.7052,D5_44,0.016,,,,,,,,,,,,,,,,,,,,
,,298.91048,B5_13,0.013,,,,,,,,,,,,,,,,,,,,
,,298.91144,B3_12,0.024,,,,,,,,,,,,,,,,,,,,
,,298.99144,B5_12,0.016,,,,,,,,,,,,,,,,,,,,
,,299.1988,C5_22,0.018,,,,,,,,,,,,,,,,,,,,
,,299.45304,A3_22,0.012,,,,,,,,,,,,,,,,,,,,
,,299.58328,A4_23,0.016,,,,,,,,,,,,,,,,,,,,
,,299.6096,B5_12,0.015,,,,,,,,,,,,,,,,,,,,
,,299.73096,C4_33,0.017,,,,,,,,,,,,,,,,,,,,
,,299.89552,A4_23,0.02,,,,,,,,,,,,,,,,,,,,
,,300.026,B3_12,0.023,,,,,,,,,,,,,,,,,,,,
,,300.308,B6_23,0.021,,,,,,,,,,,,,,,,,,,,
,,300.40888,C5_33,0.018,,,,,,,,,,,,,,,,,,,,
,,300.62288,C4_33,0.02,,,,,,,,,,,,,,,,,,,,
,,300.6608,A4_23,0.027,,,,,,,,,,,,,,,,,,,,
,,300.86976,B3_31,0.016,,,,,,,,,,,,,,,,,,,,
,,300.9064,B3_31,0.017,,,,,,,,,,,,,,,,,,,,
,,300.92584,B6_23,0.025,,,,,,,,,,,,,,,,,,,,
,,300.98624,B3_31,0.015,,,,,,,,,,,,,,,,,,,,
,,301.0228,B3_31,0.015,,,,,,,,,,,,,,,,,,,,
,,301.05264,B3_31,0.013,,,,,,,,,,,,,,,,,,,,
,,301.0744,B3_31,0.014,,,,,,,,,,,,,,,,,,,,
,,301.25904,B5_31,0.016,,,,,,,,,,,,,,,,,,,,
,,301.35744,B6_23,0.022,,,,,,,,,,,,,,,,,,,,
,,301.39896,C5_13,0.02,,,,,,,,,,,,,,,,,,,,
,,301.426,B5_31,0.013,,,,,,,,,,,,,,,,,,,,
,,301.55216,C5_13,0.017,,,,,,,,,,,,,,,,,,,,
,,301.67568,A6_34,0.019,,,,,,,,,,,,,,,,,,,,
,,301.78544,A4_23,0.021,,,,,,,,,,,,,,,,,,,,
,,301.94312,A4_34,0.014,,,,,,,,,,,,,,,,,,,,
,,302.09384,C4_33,0.024,,,,,,,,,,,,,,,,,,,,
,,302.2812,A4_23,0.027,,,,,,,,,,,,,,,,,,,,
,,302.30368,C4_33,0.02,,,,,,,,,,,,,,,,,,,,
,,302.3416,D2_33,0.027,,,,,,,,,,,,,,,,,,,,
,,302.60864,B5_21,0.015,,,,,,,,,,,,,,,,,,,,
,,302.64512,A4_23,0.022,,,,,,,,,,,,,,,,,,,,
,,302.78232,C1_43,0.016,,,,,,,,,,,,,,,,,,,,
,,302.79768,B5_13,0.016,,,,,,,,,,,,,,,,,,,,
,,302.82688,C6_24,0.013,,,,,,,,,,,,,,,,,,,,
,,302.87176,D3_24,0.013,,,,,,,,,,,,,,,,,,,,
,,302.89952,A4_23,0.019,,,,,,,,,,,,,,,,,,,,
,,302.94656,C5_22,0.014,,,,,,,,,,,,,,,,,,,,
,,302.97704,A4_23,0.03,,,,,,,,,,,,,,,,,,,,
,,303.11456,A4_23,0.025,,,,,,,,,,,,,,,,,,,,
,,303.2496,C5_22,0.015,,,,,,,,,,,,,,,,,,,,
,,303.25944,C1_43,0.013,,,,,,,,,,,,,,,,,,,,
,,303.43392,C4_33,0.024,,,,,,,,,,,,,,,,,,,,
,,303.66144,C5_33,0.016,,,,,,,,,,,,,,,,,,,,
,,303.69032,B6_42,0.017,,,,,,,,,,,,,,,,,,,,
,,303.71912,C4_33,0.022,,,,,,,,,,,,,,,,,,,,
,,303.72664,A2_14,0.02,,,,,,,,,,,,,,,,,,,,
,,303.72992,A4_43,0.017,,,,,,,,,,,,,,,,,,,,
,,303.7924,C5_33,0.014,,,,,,,,,,,,,,,,,,,,
,,303.95,C5_33,0.018,,,,,,,,,,,,,,,,,,,,
,,304.33328,B5_11,0.017,,,,,,,,,,,,,,,,,,,,
,,304.54288,C3_34,0.013,,,,,,,,,,,,,,,,,,,,
,,304.57224,B5_12,0.015,,,,,,,,,,,,,,,,,,,,
,,304.84464,A1_42,0.014,,,,,,,,,,,,,,,,,,,,
,,304.8544,B3_12,0.019,,,,,,,,,,,,,,,,,,,,
,,305.08976,C6_43,0.015,,,,,,,,,,,,,,,,,,,,
,,305.13736,D2_24,0.016,,,,,,,,,,,,,,,,,,,,
,,305.15888,B5_13,0.017,,,,,,,,,,,,,,,,,,,,
,,305.31496,A1_44,0.014,,,,,,,,,,,,,,,,,,,,
,,305.40288,C4_33,0.018,,,,,,,,,,,,,,,,,,,,
,,305.47112,C4_33,0.019,,,,,,,,,,,,,,,,,,,,
,,305.60128,C5_33,0.018,,,,,,,,,,,,,,,,,,,,
,,305.64488,A3_22,0.012,,,,,,,,,,,,,,,,,,,,
,,305.75536,C4_33,0.019,,,,,,,,,,,,,,,,,,,,
,,305.80816,C4_33,0.021,,,,,,,,,,,,,,,,,,,,
,,305.89904,B3_12,0.024,,,,,,,,,,,,,,,,,,,,
,,305.94936,C5_33,0.016,,,,,,,,,,,,,,,,,,,,
,,305.97992,C5_14,0.022,,,,,,,,,,,,,,,,,,,,
,,306.0656,C5_33,0.016,,,,,,,,,,,,,,,,,,,,
,,306.1468,C5_33,0.019,,,,,,,,,,,,,,,,,,,,
,,306.23856,A4_23,0.015,,,,,,,,,,,,,,,,,,,,
,,306.25808,C5_33,0.02,,,,,,,,,,,,,,,,,,,,
,,306.26384,C4_33,0.02,,,,,,,,,,,,,,,,,,,,
,,306.31088,C5_23,0.022,,,,,,,,,,,,,,,,,,,,
,,306.37224,C4_33,0.018,,,,,,,,,,,,,,,,,,,,
,,306.43592,B6_23,0.019,,,,,,,,,,,,,,,,,,,,
,,306.51088,B5_11,0.016,,,,,,,,,,,,,,,,,,,,
,,306.63304,B6_23,0.022,,,,,,,,,,,,,,,,,,,,
,,306.80704,C5_22,0.018,,,,,,,,,,,,,,,,,,,,
,,306.86008,B6_23,0.024,,,,,,,,,,,,,,,,,,,,
,,306.8908,A4_43,0.017,,,,,,,,,,,,,,,,,,,,
,,307.04056,C5_22,0.017,,,,,,,,,,,,,,,,,,,,
,,307.24536,C5_33,0.014,,,,,,,,,,,,,,,,,,,,
,,307.3728,C4_14,0.009,,,,,,,,,,,,,,,,,,,,
,,307.61136,C4_33,0.022,,,,,,,,,,,,,,,,,,,,
,,307.71176,A1_42,0.023,,,,,,,,,,,,,,,,,,,,
,,307.7516,C5_33,0.016,,,,,,,,,,,,,,,,,,,,
,,307.85792,D2_34,0.016,,,,,,,,,,,,,,,,,,,,
,,307.95232,C5_33,0.015,,,,,,,,,,,,,,,,,,,,
,,307.96656,D2_34,0.017,,,,,,,,,,,,,,,,,,,,
,,308.26784,A4_23,0.018,,,,,,,,,,,,,,,,,,,,
,,308.27352,B3_12,0.022,,,,,,,,,,,,,,,,,,,,
,,308.27416,B5_13,0.017,,,,,,,,,,,,,,,,,,,,
,,308.47096,A4_23,0.019,,,,,,,,,,,,,,,,,,,,
,,308.63096,B6_42,0.021,,,,,,,,,,,,,,,,,,,,
,,308.71224,A4_23,0.018,,,,,,,,,,,,,,,,,,,,
,,308.7884,B5_31,0.014,,,,,,,,,,,,,,,,,,,,
,,308.81976,B3_31,0.015,,,,,,,,,,,,,,,,,,,,
,,308.92728,B3_12,0.023,,,,,,,,,,,,,,,,,,,,
,,308.96136,B3_31,0.015,,,,,,,,,,,,,,,,,,,,
,,309.0092,C5_33,0.017,,,,,,,,,,,,,,,,,,,,
,,309.02344,B5_31,0.014,,,,,,,,,,,,,,,,,,,,
,,309.07368,A4_34,0.013,,,,,,,,,,,,,,,,,,,,
,,309.18696,A1_44,0.016,,,,,,,,,,,,,,,,,,,,
,,309.21896,C4_33,0.017,,,,,,,,,,,,,,,,,,,,
,,309.22112,D6_32,0.018,,,,,,,,,,,,,,,,,,,,
,,309.25072,C5_33,0.013,,,,,,,,,,,,,,,,,,,,
,,309.372,C1_43,0.013,,,,,,,,,,,,,,,,,,,,
,,309.44128,D6_32,0.018,,,,,,,,,,,,,,,,,,,,
,,309.45312,C5_33,0.017,,,,,,,,,,,,,,,,,,,,
,,309.4692,D5_44,0.016,,,,,,,,,,,,,,,,,,,,
,,309.616,A4_34,0.016,,,,,,,,,,,,,,,,,,,,
,,309.61672,D2_33,0.018,,,,,,,,,,,,,,,,,,,,
,,309.72176,D2_33,0.026,,,,,,,,,,,,,,,,,,,,
,,309.73592,C1_43,0.016,,,,,,,,,,,,,,,,,,,,
,,309.76608,C4_14,0.011,,,,,,,,,,,,,,,,,,,,
,,309.77752,D2_33,0.029,,,,,,,,,,,,,,,,,,,,
,,309.8084,D2_33,0.023,,,,,,,,,,,,,,,,,,,,
,,309.83592,A4_34,0.013,,,,,,,,,,,,,,,,,,,,
,,309.85504,D2_33,0.015,,,,,,,,,,,,,,,,,,,,
,,309.87752,B5_22,0.017,,,,,,,,,,,,,,,,,,,,
,,309.92864,D2_33,0.025,,,,,,,,,,,,,,,,,,,,
,,309.99512,D2_33,0.023,,,,,,,,,,,,,,,,,,,,
,,310.01464,C5_22,0.014,,,,,,,,,,,,,,,,,,,,
,,310.13264,B5_22,0.015,,,,,,,,,,,,,,,,,,,,
,,310.3052,B3_11,0.015,,,,,,,,,,,,,,,,,,,,
,,310.33576,B5_22,0.019,,,,,,,,,,,,,,,,,,,,
,,310.58768,B5_22,0.014,,,,,,,,,,,,,,,,,,,,
,,310.66968,B5_22,0.018,,,,,,,,,,,,,,,,,,,,
,,310.85664,B3_12,0.022,,,,,,,,,,,,,,,,,,,,
,,310.90328,A4_23,0.034,,,,,,,,,,,,,,,,,,,,
,,310.99272,B5_22,0.016,,,,,,,,,,,,,,,,,,,,
,,311.03744,A4_23,0.026,,,,,,,,,,,,,,,,,,,,
,,311.08984,A1_44,0.018,,,,,,,,,,,,,,,,,,,,
,,311.1492,B5_22,0.02,,,,,,,,,,,,,,,,,,,,
,,311.18264,A4_23,0.027,,,,,,,,,,,,,,,,,,,,
,,311.45944,C4_33,0.02,,,,,,,,,,,,,,,,,,,,
,,311.49768,A1_44,0.017,,,,,,,,,,,,,,,,,,,,
,,311.55792,B4_24,0.017,,,,,,,,,,,,,,,,,,,,
,,311.5952,C4_33,0.018,,,,,,,,,,,,,,,,,,,,
,,311.62728,B4_24,0.016,,,,,,,,,,,,,,,,,,,,
,,311.63064,B5_11,0.016,,,,,,,,,,,,,,,,,,,,
,,311.67024,A4_23,0.02,,,,,,,,,,,,,,,,,,,,
,,311.67168,C4_33,0.018,,,,,,,,,,,,,,,,,,,,
,,311.73664,A4_14,0.012,,,,,,,,,,,,,,,,,,,,
,,311.7524,C4_33,0.021,,,,,,,,,,,,,,,,,,,,
,,311.84992,B4_24,0.016,,,,,,,,,,,,,,,,,,,,
,,312.00616,B4_24,0.015,,,,,,,,,,,,,,,,,,,,
,,312.10416,A4_34,0.015,,,,,,,,,,,,,,,,,,,,
,,312.1148,B5_22,0.019,,,,,,,,,,,,,,,,,,,,
,,312.1152,A1_44,0.013,,,,,,,,,,,,,,,,,,,,
,,312.13928,A4_23,0.026,,,,,,,,,,,,,,,,,,,,
,,312.19888,D2_33,0.024,,,,,,,,,,,,,,,,,,,,
,,312.26816,D2_33,0.018,,,,,,,,,,,,,,,,,,,,
,,312.2968,B5_22,0.018,,,,,,,,,,,,,,,,,,,,
,,312.31664,A4_23,0.017,,,,,,,,,,,,,,,,,,,,
,,312.36336,D2_33,0.026,,,,,,,,,,,,,,,,,,,,
,,312.41576,A6_34,0.013,,,,,,,,,,,,,,,,,,,,
,,312.58016,C4_33,0.02,,,,,,,,,,,,,,,,,,,,
,,312.61032,A1_44,0.014,,,,,,,,,,,,,,,,,,,,
,,312.82936,A1_44,0.016,,,,,,,,,,,,,,,,,,,,
,,312.85224,D6_32,0.015,,,,,,,,,,,,,,,,,,,,
,,312.9616,C4_33,0.017,,,,,,,,,,,,,,,,,,,,
,,313.07968,A4_23,0.021,,,,,,,,,,,,,,,,,,,,
,,313.09584,C4_33,0.019,,,,,,,,,,,,,,,,,,,,
,,313.23176,D6_32,0.019,,,,,,,,,,,,,,,,,,,,
,,313.27312,B5_22,0.016,,,,,,,,,,,,,,,,,,,,
,,313.40184,A4_34,0.015,,,,,,,,,,,,,,,,,,,,
,,313.44984,A4_23,0.02,,,,,,,,,,,,,,,,,,,,
,,313.456,C2_33,0.016,,,,,,,,,,,,,,,,,,,,
,,313.47856,A4_43,0.017,,,,,,,,,,,,,,,,,,,,
,,313.75064,A4_23,0.02,,,,,,,,,,,,,,,,,,,,
,,313.87624,A6_34,0.017,,,,,,,,,,,,,,,,,,,,
,,313.95512,A4_34,0.015,,,,,,,,,,,,,,,,,,,,
,,314.09792,C4_33,0.02,,,,,,,,,,,,,,,,,,,,
,,314.50264,C4_33,0.022,,,,,,,,,,,,,,,,,,,,
,,314.60824,B3_12,0.024,,,,,,,,,,,,,,,,,,,,
,,314.7344,C5_33,0.024,,,,,,,,,,,,,,,,,,,,
,,314.89288,B4_24,0.014,,,,,,,,,,,,,,,,,,,,
,,314.90888,B6_23,0.041,,,,,,,,,,,,,,,,,,,,
,,315.00688,B6_23,0.02,,,,,,,,,,,,,,,,,,,,
,,315.01848,C5_33,0.016,,,,,,,,,,,,,,,,,,,,
,,315.38792,C5_33,0.015,,,,,,,,,,,,,,,,,,,,
,,315.39784,B6_43,0.016,,,,,,,,,,,,,,,,,,,,
,,315.43912,A1_42,0.022,,,,,,,,,,,,,,,,,,,,
,,315.49864,C5_22,0.015,,,,,,,,,,,,,,,,,,,,
,,315.58384,C5_33,0.014,,,,,,,,,,,,,,,,,,,,
,,315.72776,B5_31,0.019,,,,,,,,,,,,,,,,,,,,
,,315.99936,B5_13,0.013,,,,,,,,,,,,,,,,,,,,
,,316.02648,C5_33,0.017,,,,,,,,,,,,,,,,,,,,
,,316.04376,C3_42,0.018,,,,,,,,,,,,,,,,,,,,
,,316.08792,B5_31,0.013,,,,,,,,,,,,,,,,,,,,
,,316.14696,B5_31,0.017,,,,,,,,,,,,,,,,,,,,
,,316.2196,B5_13,0.014,,,,,,,,,,,,,,,,,,,,
,,316.25432,B5_31,0.015,,,,,,,,,,,,,,,,,,,,
,,316.6208,A4_23,0.018,,,,,,,,,,,,,,,,,,,,
,,316.6916,B3_12,0.021,,,,,,,,,,,,,,,,,,,,
,,316.71616,C5_23,0.017,,,,,,,,,,,,,,,,,,,,
,,316.89176,D5_44,0.017,,,,,,,,,,,,,,,,,,,,
,,316.94464,A4_23,0.016,,,,,,,,,,,,,,,,,,,,
,,316.96992,A1_44,0.015,,,,,,,,,,,,,,,,,,,,
,,317.0592,C3_44,0.033,,,,,,,,,,,,,,,,,,,,
,,317.0848,B5_22,0.021,,,,,,,,,,,,,,,,,,,,
,,317.22248,B6_42,0.018,,,,,,,,,,,,,,,,,,,,
,,317.31224,B6_42,0.019,,,,,,,,,,,,,,,,,,,,
,,317.59384,C5_22,0.016,,,,,,,,,,,,,,,,,,,,
,,317.59616,B5_22,0.018,,,,,,,,,,,,,,,,,,,,
,,317.71648,A4_43,0.016,,,,,,,,,,,,,,,,,,,,
,,317.86528,A2_14,0.017,,,,,,,,,,,,,,,,,,,,
,,318.04816,B5_11,0.019,,,,,,,,,,,,,,,,,,,,
,,318.07256,B3_12,0.023,,,,,,,,,,,,,,,,,,,,
,,318.14808,B5_21,0.014,,,,,,,,,,,,,,,,,,,,
,,318.33784,B5_23,0.014,,,,,,,,,,,,,,,,,,,,
,,318.41248,D2_34,0.016,,,,,,,,,,,,,,,,,,,,
,,318.5276,B5_11,0.015,,,,,,,,,,,,,,,,,,,,
,,318.5628,C5_44,0.017,,,,,,,,,,,,,,,,,,,,
,,319.27136,A4_23,0.021,,,,,,,,,,,,,,,,,,,,
,,319.2752,A4_23,0.033,,,,,,,,,,,,,,,,,,,,
,,319.47184,C5_23,0.018,,,,,,,,,,,,,,,,,,,,
,,319.49216,A4_23,0.019,,,,,,,,,,,,,,,,,,,,
,,319.5032,C1_43,0.015,,,,,,,,,,,,,,,,,,,,
,,319.71312,A4_23,0.02,,,,,,,,,,,,,,,,,,,,
,,319.72408,B5_22,0.017,,,,,,,,,,,,,,,,,,,,
,,319.7496,A4_23,0.029,,,,,,,,,,,,,,,,,,,,
,,319.86824,C6_44,0.023,,,,,,,,,,,,,,,,,,,,
,,319.90008,A6_24,0.015,,,,,,,,,,,,,,,,,,,,
,,319.90288,C2_33,0.02,,,,,,,,,,,,,,,,,,,,
,,319.91512,C4_33,0.022,,,,,,,,,,,,,,,,,,,,
,,319.91816,D2_33,0.024,,,,,,,,,,,,,,,,,,,,
,,319.96064,C2_33,0.016,,,,,,,,,,,,,,,,,,,,
,,319.98888,D2_33,0.015,,,,,,,,,,,,,,,,,,,,
,,320.03928,C4_33,0.019,,,,,,,,,,,,,,,,,,,,
,,320.04032,C2_33,0.019,,,,,,,,,,,,,,,,,,,,
,,320.0792,C6_44,0.021,,,,,,,,,,,,,,,,,,,,
,,320.12136,C4_33,0.019,,,,,,,,,,,,,,,,,,,,
,,320.12208,C2_33,0.025,,,,,,,,,,,,,,,,,,,,
,,320.1812,D2_33,0.025,,,,,,,,,,,,,,,,,,,,
,,320.21848,C6_44,0.02,,,,,,,,,,,,,,,,,,,,
,,320.30536,C5_33,0.016,,,,,,,,,,,,,,,,,,,,
,,320.38696,A2_34,0.015,,,,,,,,,,,,,,,,,,,,
,,320.41336,C2_33,0.025,,,,,,,,,,,,,,,,,,,,
,,320.55256,C1_43,0.016,,,,,,,,,,,,,,,,,,,,
,,320.62352,C2_33,0.018,,,,,,,,,,,,,,,,,,,,
,,320.99872,A4_24,0.017,,,,,,,,,,,,,,,,,,,,
,,321.00464,C2_33,0.02,,,,,,,,,,,,,,,,,,,,
,,321.08744,B5_21,0.022,,,,,,,,,,,,,,,,,,,,
,,321.1316,C2_33,0.019,,,,,,,,,,,,,,,,,,,,
,,321.1584,C4_33,0.024,,,,,,,,,,,,,,,,,,,,
,,321.16064,A4_24,0.014,,,,,,,,,,,,,,,,,,,,
,,321.18608,B5_21,0.015,,,,,,,,,,,,,,,,,,,,
,,321.21072,C5_13,0.018,,,,,,,,,,,,,,,,,,,,
,,321.2112,A1_44,0.014,,,,,,,,,,,,,,,,,,,,
,,321.21736,B5_21,0.017,,,,,,,,,,,,,,,,,,,,
,,321.26488,C2_33,0.021,,,,,,,,,,,,,,,,,,,,
,,321.28544,A4_24,0.017,,,,,,,,,,,,,,,,,,,,
,,321.342,B5_21,0.014,,,,,,,,,,,,,,,,,,,,
,,321.36512,D2_34,0.017,,,,,,,,,,,,,,,,,,,,
,,321.37832,C2_33,0.019,,,,,,,,,,,,,,,,,,,,
,,321.38872,B6_24,0.016,,,,,,,,,,,,,,,,,,,,
,,321.4052,C4_33,0.022,,,,,,,,,,,,,,,,,,,,
,,321.45048,C2_33,0.02,,,,,,,,,,,,,,,,,,,,
,,321.50024,A4_24,0.016,,,,,,,,,,,,,,,,,,,,
,,321.54328,C2_33,0.023,,,,,,,,,,,,,,,,,,,,
,,321.5944,B5_31,0.015,,,,,,,,,,,,,,,,,,,,
,,321.7,B6_24,0.016,,,,,,,,,,,,,,,,,,,,
,,321.73208,C5_33,0.018,,,,,,,,,,,,,,,,,,,,
,,321.73376,A4_24,0.018,,,,,,,,,,,,,,,,,,,,
,,321.79688,A4_24,0.015,,,,,,,,,,,,,,,,,,,,
,,321.85616,C5_22,0.017,,,,,,,,,,,,,,,,,,,,
,,321.89904,A4_24,0.014,,,,,,,,,,,,,,,,,,,,
,,321.9408,A4_43,0.022,,,,,,,,,,,,,,,,,,,,
,,322.03072,C2_33,0.017,,,,,,,,,,,,,,,,,,,,
,,322.19592,C2_33,0.024,,,,,,,,,,,,,,,,,,,,
,,322.2368,A1_44,0.013,,,,,,,,,,,,,,,,,,,,
,,322.25736,C5_33,0.021,,,,,,,,,,,,,,,,,,,,
,,322.30552,A1_44,0.017,,,,,,,,,,,,,,,,,,,,
,,322.39848,C2_33,0.02,,,,,,,,,,,,,,,,,,,,
,,322.52424,C2_33,0.017,,,,,,,,,,,,,,,,,,,,
,,322.60904,C2_33,0.02,,,,,,,,,,,,,,,,,,,,
,,322.71992,C3_34,0.015,,,,,,,,,,,,,,,,,,,,
,,322.7636,A4_23,0.019,,,,,,,,,,,,,,,,,,,,
,,322.81456,B6_43,0.019,,,,,,,,,,,,,,,,,,,,
,,322.82288,C5_14,0.019,,,,,,,,,,,,,,,,,,,,
,,322.84088,C4_33,0.019,,,,,,,,,,,,,,,,,,,,
,,322.8476,D2_13,0.019,,,,,,,,,,,,,,,,,,,,
,,322.892,B6_42,0.021,,,,,,,,,,,,,,,,,,,,
,,322.98144,C2_33,0.024,,,,,,,,,,,,,,,,,,,,
,,323.03544,A4_23,0.027,,,,,,,,,,,,,,,,,,,,
,,323.04328,C3_34,0.016,,,,,,,,,,,,,,,,,,,,
,,323.23064,A4_23,0.025,,,,,,,,,,,,,,,,,,,,
,,323.23712,B5_22,0.014,,,,,,,,,,,,,,,,,,,,
,,323.25816,C2_33,0.021,,,,,,,,,,,,,,,,,,,,
,,323.25888,A4_43,0.019,,,,,,,,,,,,,,,,,,,,
,,323.3116,B6_24,0.015,,,,,,,,,,,,,,,,,,,,
,,323.33048,A4_23,0.019,,,,,,,,,,,,,,,,,,,,
,,323.33336,C1_34,0.015,,,,,,,,,,,,,,,,,,,,
,,323.37408,A2_34,0.017,,,,,,,,,,,,,,,,,,,,
,,323.43952,B6_24,0.018,,,,,,,,,,,,,,,,,,,,
,,323.46808,C2_33,0.022,,,,,,,,,,,,,,,,,,,,
,,323.49888,B5_31,0.013,,,,,,,,,,,,,,,,,,,,
,,323.5224,A4_23,0.031,,,,,,,,,,,,,,,,,,,,
,,323.58144,C2_33,0.018,,,,,,,,,,,,,,,,,,,,
,,323.63168,D5_33,0.012,,,,,,,,,,,,,,,,,,,,
,,323.6816,A4_23,0.019,,,,,,,,,,,,,,,,,,,,
,,323.79912,C5_22,0.015,,,,,,,,,,,,,,,,,,,,
,,323.80104,B5_22,0.015,,,,,,,,,,,,,,,,,,,,
,,323.92808,B6_43,0.017,,,,,,,,,,,,,,,,,,,,
,,323.97456,A4_23,0.018,,,,,,,,,,,,,,,,,,,,
,,324.14048,B6_24,0.016,,,,,,,,,,,,,,,,,,,,
,,324.282,C4_33,0.022,,,,,,,,,,,,,,,,,,,,
,,324.3884,C5_22,0.017,,,,,,,,,,,,,,,,,,,,
,,324.4932,A4_23,0.019,,,,,,,,,,,,,,,,,,,,
,,324.58264,B6_43,0.018,,,,,,,,,,,,,,,,,,,,
,,324.58864,B6_24,0.016,,,,,,,,,,,,,,,,,,,,
,,324.64184,B5_31,0.015,,,,,,,,,,,,,,,,,,,,
,,324.67712,B5_31,0.015,,,,,,,,,,,,,,,,,,,,
,,324.7196,B6_42,0.016,,,,,,,,,,,,,,,,,,,,
,,324.82032,B6_42,0.023,,,,,,,,,,,,,,,,,,,,
,,325.12376,B5_31,0.016,,,,,,,,,,,,,,,,,,,,
,,325.132,C5_33,0.019,,,,,,,,,,,,,,,,,,,,
,,325.14568,C4_33,0.019,,,,,,,,,,,,,,,,,,,,
,,325.34088,D2_33,0.029,,,,,,,,,,,,,,,,,,,,
,,325.37976,B5_31,0.015,,,,,,,,,,,,,,,,,,,,
,,325.42056,B3_11,0.017,,,,,,,,,,,,,,,,,,,,
,,325.42952,C2_33,0.021,,,,,,,,,,,,,,,,,,,,
,,325.45424,D2_33,0.024,,,,,,,,,,,,,,,,,,,,
